condition,condition_group,age_group,year,month,condition_n,condition_group_n,age_group_n,group_by_organ,COVID_deaths_rate,NON_COVID_deaths_rate_Female,NON_COVID_deaths_rate_male,NON_COVID_death_rate,Total_death,COVID_propotion
Respiratory diseases,Adult respiratory distress syndrome,45-54,2020,6,10,1,4,7,117,0,0,0,117,100%
Respiratory diseases,Adult respiratory distress syndrome,55-64,2020,6,10,1,5,7,314,0,0,0,314,100%
Respiratory diseases,Adult respiratory distress syndrome,65-74,2020,6,10,1,6,7,423,0,0,0,423,100%
Respiratory diseases,Adult respiratory distress syndrome,75-84,2020,6,10,1,7,7,301,0,0,0,301,100%
Respiratory diseases,Adult respiratory distress syndrome,85+,2020,6,10,1,8,7,171,0,0,0,171,100%
Respiratory diseases,Chronic lower respiratory diseases,0-24,2020,6,10,7,1,1,0,12,27,39,39,0%
Respiratory diseases,Chronic lower respiratory diseases,25-34,2020,6,10,7,2,1,0,16,24,40,40,0%
Respiratory diseases,Chronic lower respiratory diseases,35-44,2020,6,10,7,3,1,0,25,36,61,61,0%
Respiratory diseases,Chronic lower respiratory diseases,45-54,2020,6,10,7,4,1,0,159,125,284,284,0%
Respiratory diseases,Chronic lower respiratory diseases,55-64,2020,6,10,7,5,1,90,678,701,1379,1469,6%
Respiratory diseases,Chronic lower respiratory diseases,65-74,2020,6,10,7,6,1,231,1307,1495,2802,3033,8%
Respiratory diseases,Chronic lower respiratory diseases,75-84,2020,6,10,7,7,1,347,1753,1683,3436,3783,9%
Respiratory diseases,Chronic lower respiratory diseases,85+,2020,6,10,7,8,1,408,1707,1183,2890,3298,12%
Respiratory diseases,Influenza and pneumonia,0-24,2020,6,10,12,1,1,0,10,12,22,22,0%
Respiratory diseases,Influenza and pneumonia,25-34,2020,6,10,12,2,1,0,9,22,31,31,0%
Respiratory diseases,Influenza and pneumonia,35-44,2020,6,10,12,3,1,91,27,38,65,156,58%
Respiratory diseases,Influenza and pneumonia,45-54,2020,6,10,12,4,1,392,73,71,144,536,73%
Respiratory diseases,Influenza and pneumonia,55-64,2020,6,10,12,5,1,1033,145,195,340,1373,75%
Respiratory diseases,Influenza and pneumonia,65-74,2020,6,10,12,6,1,1581,259,351,610,2191,72%
Respiratory diseases,Influenza and pneumonia,75-84,2020,6,10,12,7,1,1738,377,442,819,2557,68%
Respiratory diseases,Influenza and pneumonia,85+,2020,6,10,12,8,1,1711,560,485,1045,2756,62%
Respiratory diseases,Other diseases of the respiratory system,0-24,2020,6,10,18,1,1,0,20,20,40,40,0%
Respiratory diseases,Other diseases of the respiratory system,25-34,2020,6,10,18,2,1,0,17,17,34,34,0%
Respiratory diseases,Other diseases of the respiratory system,35-44,2020,6,10,18,3,1,0,27,36,63,63,0%
Respiratory diseases,Other diseases of the respiratory system,45-54,2020,6,10,18,4,1,0,70,86,156,156,0%
Respiratory diseases,Other diseases of the respiratory system,55-64,2020,6,10,18,5,1,37,164,222,386,423,9%
Respiratory diseases,Other diseases of the respiratory system,65-74,2020,6,10,18,6,1,62,332,425,757,819,8%
Respiratory diseases,Other diseases of the respiratory system,75-84,2020,6,10,18,7,1,42,477,526,1003,1045,4%
Respiratory diseases,Other diseases of the respiratory system,85+,2020,6,10,18,8,1,79,466,379,845,924,9%
Respiratory diseases,Respiratory arrest,0-24,2020,6,10,20,1,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,25-34,2020,6,10,20,2,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,35-44,2020,6,10,20,3,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,45-54,2020,6,10,20,4,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,55-64,2020,6,10,20,5,1,13,0,0,0,13,100%
Respiratory diseases,Respiratory arrest,65-74,2020,6,10,20,6,1,11,0,0,0,11,100%
Respiratory diseases,Respiratory arrest,75-84,2020,6,10,20,7,1,20,0,0,0,20,100%
Respiratory diseases,Respiratory arrest,85+,2020,6,10,20,8,1,37,0,0,0,37,100%
Respiratory diseases,Respiratory failure,0-24,2020,6,10,21,1,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory failure,25-34,2020,6,10,21,2,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory failure,35-44,2020,6,10,21,3,1,47,0,0,0,47,100%
Respiratory diseases,Respiratory failure,45-54,2020,6,10,21,4,1,304,0,0,0,304,100%
Respiratory diseases,Respiratory failure,55-64,2020,6,10,21,5,1,773,0,0,0,773,100%
Respiratory diseases,Respiratory failure,65-74,2020,6,10,21,6,1,1279,0,0,0,1279,100%
Respiratory diseases,Respiratory failure,75-84,2020,6,10,21,7,1,1458,0,0,0,1458,100%
Respiratory diseases,Respiratory failure,85+,2020,6,10,21,8,1,1376,0,0,0,1376,100%
Sepsis,Sepsis,0-24,2020,6,11,22,1,2,0,16,10,26,26,0%
Sepsis,Sepsis,25-34,2020,6,11,22,2,2,0,19,12,31,31,0%
Sepsis,Sepsis,35-44,2020,6,11,22,3,2,10,33,43,76,86,12%
Sepsis,Sepsis,45-54,2020,6,11,22,4,2,58,100,101,201,259,22%
Sepsis,Sepsis,55-64,2020,6,11,22,5,2,218,196,251,447,665,33%
Sepsis,Sepsis,65-74,2020,6,11,22,6,2,402,387,385,772,1174,34%
Sepsis,Sepsis,75-84,2020,6,11,22,7,2,334,407,381,788,1122,30%
Sepsis,Sepsis,85+,2020,6,11,22,8,2,229,401,294,695,924,25%
Vascular and unspecified dementia,Vascular and unspecified dementia,0-24,2020,6,12,23,1,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,25-34,2020,6,12,23,2,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,2020,6,12,23,3,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,2020,6,12,23,4,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,2020,6,12,23,5,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,2020,6,12,23,6,4,143,0,0,0,143,100%
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,2020,6,12,23,7,4,662,0,0,0,662,100%
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,2020,6,12,23,8,4,1414,0,0,0,1414,100%
All other conditions and causes (residual),All other conditions and causes (residual),0-24,2020,7,1,2,1,7,25,109,193,302,327,8%
All other conditions and causes (residual),All other conditions and causes (residual),25-34,2020,7,1,2,2,7,107,48,81,129,236,45%
All other conditions and causes (residual),All other conditions and causes (residual),35-44,2020,7,1,2,3,7,218,49,96,145,363,60%
All other conditions and causes (residual),All other conditions and causes (residual),45-54,2020,7,1,2,4,7,611,72,117,189,800,76%
All other conditions and causes (residual),All other conditions and causes (residual),55-64,2020,7,1,2,5,7,1583,124,196,320,1903,83%
All other conditions and causes (residual),All other conditions and causes (residual),65-74,2020,7,1,2,6,7,2710,166,224,390,3100,87%
All other conditions and causes (residual),All other conditions and causes (residual),75-84,2020,7,1,2,7,7,2829,244,225,469,3298,86%
All other conditions and causes (residual),All other conditions and causes (residual),85+,2020,7,1,2,8,7,2832,696,325,1021,3853,74%
Alzheimer disease,Alzheimer disease,0-24,2020,7,2,3,1,3,0,0,0,0,0,0%
Alzheimer disease,Alzheimer disease,25-34,2020,7,2,3,2,3,0,0,0,0,0,0%
Alzheimer disease,Alzheimer disease,35-44,2020,7,2,3,3,3,0,0,0,0,0,0%
Alzheimer disease,Alzheimer disease,45-54,2020,7,2,3,4,3,0,6,2,8,8,0%
Alzheimer disease,Alzheimer disease,55-64,2020,7,2,3,5,3,0,50,51,101,101,0%
Alzheimer disease,Alzheimer disease,65-74,2020,7,2,3,6,3,17,432,282,714,731,2%
Alzheimer disease,Alzheimer disease,75-84,2020,7,2,3,7,3,233,1984,1182,3166,3399,7%
Alzheimer disease,Alzheimer disease,85+,2020,7,2,3,8,3,630,5111,1926,7037,7667,8%
Circulatory diseases,Cardiac arrest,0-24,2020,7,3,4,1,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrest,25-34,2020,7,3,4,2,4,14,0,0,0,14,100%
Circulatory diseases,Cardiac arrest,35-44,2020,7,3,4,3,4,67,0,0,0,67,100%
Circulatory diseases,Cardiac arrest,45-54,2020,7,3,4,4,4,193,0,0,0,193,100%
Circulatory diseases,Cardiac arrest,55-64,2020,7,3,4,5,4,461,0,0,0,461,100%
Circulatory diseases,Cardiac arrest,65-74,2020,7,3,4,6,4,753,0,0,0,753,100%
Circulatory diseases,Cardiac arrest,75-84,2020,7,3,4,7,4,727,0,0,0,727,100%
Circulatory diseases,Cardiac arrest,85+,2020,7,3,4,8,4,617,0,0,0,617,100%
Circulatory diseases,Cardiac arrhythmia,0-24,2020,7,3,5,1,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,25-34,2020,7,3,5,2,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,35-44,2020,7,3,5,3,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,45-54,2020,7,3,5,4,4,18,0,0,0,18,100%
Circulatory diseases,Cardiac arrhythmia,55-64,2020,7,3,5,5,4,117,0,0,0,117,100%
Circulatory diseases,Cardiac arrhythmia,65-74,2020,7,3,5,6,4,339,0,0,0,339,100%
Circulatory diseases,Cardiac arrhythmia,75-84,2020,7,3,5,7,4,493,0,0,0,493,100%
Circulatory diseases,Cardiac arrhythmia,85+,2020,7,3,5,8,4,690,0,0,0,690,100%
Circulatory diseases,Cerebrovascular diseases,0-24,2020,7,3,6,1,4,0,20,22,42,42,0%
Circulatory diseases,Cerebrovascular diseases,25-34,2020,7,3,6,2,4,0,16,25,41,41,0%
Circulatory diseases,Cerebrovascular diseases,35-44,2020,7,3,6,3,4,0,62,100,162,162,0%
Circulatory diseases,Cerebrovascular diseases,45-54,2020,7,3,6,4,4,17,209,276,485,502,3%
Circulatory diseases,Cerebrovascular diseases,55-64,2020,7,3,6,5,4,128,509,727,1236,1364,9%
Circulatory diseases,Cerebrovascular diseases,65-74,2020,7,3,6,6,4,264,1038,1134,2172,2436,11%
Circulatory diseases,Cerebrovascular diseases,75-84,2020,7,3,6,7,4,339,1892,1584,3476,3815,9%
Circulatory diseases,Cerebrovascular diseases,85+,2020,7,3,6,8,4,253,3709,1707,5416,5669,4%
Circulatory diseases,Heart failure,0-24,2020,7,3,10,1,4,0,58,70,128,128,0%
Circulatory diseases,Heart failure,25-34,2020,7,3,10,2,4,0,132,252,384,384,0%
Circulatory diseases,Heart failure,35-44,2020,7,3,10,3,4,0,371,773,1144,1144,0%
Circulatory diseases,Heart failure,45-54,2020,7,3,10,4,4,30,908,2121,3029,3059,1%
Circulatory diseases,Heart failure,55-64,2020,7,3,10,5,4,120,2319,5384,7703,7823,2%
Circulatory diseases,Heart failure,65-74,2020,7,3,10,6,4,301,4006,7249,11255,11556,3%
Circulatory diseases,Heart failure,75-84,2020,7,3,10,7,4,439,5971,7612,13583,14022,3%
Circulatory diseases,Heart failure,85+,2020,7,3,10,8,4,708,11739,8199,19938,20646,3%
Circulatory diseases,Hypertensive diseases,0-24,2020,7,3,11,1,2,0,0,0,0,0,0%
Circulatory diseases,Hypertensive diseases,25-34,2020,7,3,11,2,2,0,0,0,0,0,0%
Circulatory diseases,Hypertensive diseases,35-44,2020,7,3,11,3,2,105,0,0,0,105,100%
Circulatory diseases,Hypertensive diseases,45-54,2020,7,3,11,4,2,371,0,0,0,371,100%
Circulatory diseases,Hypertensive diseases,55-64,2020,7,3,11,5,2,1036,0,0,0,1036,100%
Circulatory diseases,Hypertensive diseases,65-74,2020,7,3,11,6,2,1746,0,0,0,1746,100%
Circulatory diseases,Hypertensive diseases,75-84,2020,7,3,11,7,2,2154,0,0,0,2154,100%
Circulatory diseases,Hypertensive diseases,85+,2020,7,3,11,8,2,2218,0,0,0,2218,100%
Circulatory diseases,Ischemic heart disease,0-24,2020,7,3,14,1,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,25-34,2020,7,3,14,2,4,0,0,0,0,0,0%
Circulatory diseases,Ischemic heart disease,35-44,2020,7,3,14,3,4,14,0,0,0,14,100%
Circulatory diseases,Ischemic heart disease,45-54,2020,7,3,14,4,4,93,0,0,0,93,100%
Circulatory diseases,Ischemic heart disease,55-64,2020,7,3,14,5,4,320,0,0,0,320,100%
Circulatory diseases,Ischemic heart disease,65-74,2020,7,3,14,6,4,784,0,0,0,784,100%
Circulatory diseases,Ischemic heart disease,75-84,2020,7,3,14,7,4,1165,0,0,0,1165,100%
Circulatory diseases,Ischemic heart disease,85+,2020,7,3,14,8,4,1192,0,0,0,1192,100%
Circulatory diseases,Other diseases of the circulatory system,0-24,2020,7,3,17,1,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,25-34,2020,7,3,17,2,2,0,0,0,0,0,0%
Circulatory diseases,Other diseases of the circulatory system,35-44,2020,7,3,17,3,2,13,0,0,0,13,100%
Circulatory diseases,Other diseases of the circulatory system,45-54,2020,7,3,17,4,2,76,0,0,0,76,100%
Circulatory diseases,Other diseases of the circulatory system,55-64,2020,7,3,17,5,2,168,0,0,0,168,100%
Circulatory diseases,Other diseases of the circulatory system,65-74,2020,7,3,17,6,2,288,0,0,0,288,100%
Circulatory diseases,Other diseases of the circulatory system,75-84,2020,7,3,17,7,2,328,0,0,0,328,100%
Circulatory diseases,Other diseases of the circulatory system,85+,2020,7,3,17,8,2,333,0,0,0,333,100%
COVID-19,COVID-19,0-24,2020,7,4,8,1,2,88,1117,1460,2577,2665,3%
COVID-19,COVID-19,25-34,2020,7,4,8,2,2,259,966,1384,2350,2609,10%
COVID-19,COVID-19,35-44,2020,7,4,8,3,2,765,2229,3435,5664,6429,12%
COVID-19,COVID-19,45-54,2020,7,4,8,4,2,1929,5395,8100,13495,15424,13%
COVID-19,COVID-19,55-64,2020,7,4,8,5,2,4485,13561,20964,34525,39010,11%
COVID-19,COVID-19,65-74,2020,7,4,8,6,2,7028,22682,31120,53802,60830,12%
COVID-19,COVID-19,75-84,2020,7,4,8,7,2,8022,30709,33360,64069,72091,11%
COVID-19,COVID-19,85+,2020,7,4,8,8,2,8116,46498,29496,75994,84110,10%
Diabetes,Diabetes,0-24,2020,7,5,9,1,5,0,11,26,37,37,0%
Diabetes,Diabetes,25-34,2020,7,5,9,2,5,12,39,57,96,108,11%
Diabetes,Diabetes,35-44,2020,7,5,9,3,5,140,106,165,271,411,34%
Diabetes,Diabetes,45-54,2020,7,5,9,4,5,397,221,425,646,1043,38%
Diabetes,Diabetes,55-64,2020,7,5,9,5,5,1100,603,979,1582,2682,41%
Diabetes,Diabetes,65-74,2020,7,5,9,6,5,1698,960,1434,2394,4092,41%
Diabetes,Diabetes,75-84,2020,7,5,9,7,5,1566,949,1153,2102,3668,43%
Diabetes,Diabetes,85+,2020,7,5,9,8,5,1003,838,671,1509,2512,40%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,2020,7,6,13,1,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,2020,7,6,13,2,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,2020,7,6,13,3,6,0,0,0,0,0,0%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,2020,7,6,13,4,6,10,0,0,0,10,100%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,2020,7,6,13,5,6,40,0,0,0,40,100%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,2020,7,6,13,6,6,60,0,0,0,60,100%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,2020,7,6,13,7,6,81,0,0,0,81,100%
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,2020,7,6,13,8,6,83,0,0,0,83,100%
Malignant neoplasms,Malignant neoplasms,0-24,2020,7,7,15,1,7,0,89,113,202,202,0%
Malignant neoplasms,Malignant neoplasms,25-34,2020,7,7,15,2,7,0,147,150,297,297,0%
Malignant neoplasms,Malignant neoplasms,35-44,2020,7,7,15,3,7,0,503,414,917,917,0%
Malignant neoplasms,Malignant neoplasms,45-54,2020,7,7,15,4,7,14,1541,1376,2917,2931,0%
Malignant neoplasms,Malignant neoplasms,55-64,2020,7,7,15,5,7,110,4278,5063,9341,9451,1%
Malignant neoplasms,Malignant neoplasms,65-74,2020,7,7,15,6,7,212,6646,8162,14808,15020,1%
Malignant neoplasms,Malignant neoplasms,75-84,2020,7,7,15,7,7,323,6351,7295,13646,13969,2%
Malignant neoplasms,Malignant neoplasms,85+,2020,7,7,15,8,7,171,4347,4147,8494,8665,2%
Obesity,Obesity,0-24,2020,7,8,16,1,7,10,0,0,0,10,100%
Obesity,Obesity,25-34,2020,7,8,16,2,7,67,0,0,0,67,100%
Obesity,Obesity,35-44,2020,7,8,16,3,7,193,0,0,0,193,100%
Obesity,Obesity,45-54,2020,7,8,16,4,7,283,0,0,0,283,100%
Obesity,Obesity,55-64,2020,7,8,16,5,7,383,0,0,0,383,100%
Obesity,Obesity,65-74,2020,7,8,16,6,7,338,0,0,0,338,100%
Obesity,Obesity,75-84,2020,7,8,16,7,7,160,0,0,0,160,100%
Obesity,Obesity,85+,2020,7,8,16,8,7,37,0,0,0,37,100%
Renal failure,Renal failure,0-24,2020,7,9,19,1,6,0,5,3,8,8,0%
Renal failure,Renal failure,25-34,2020,7,9,19,2,6,12,11,20,31,43,28%
Renal failure,Renal failure,35-44,2020,7,9,19,3,6,51,42,46,88,139,37%
Renal failure,Renal failure,45-54,2020,7,9,19,4,6,128,85,118,203,331,39%
Renal failure,Renal failure,55-64,2020,7,9,19,5,6,399,231,294,525,924,43%
Renal failure,Renal failure,65-74,2020,7,9,19,6,6,713,397,527,924,1637,44%
Renal failure,Renal failure,75-84,2020,7,9,19,7,6,599,581,649,1230,1829,33%
Renal failure,Renal failure,85+,2020,7,9,19,8,6,451,682,574,1256,1707,26%
Respiratory diseases,Adult respiratory distress syndrome,0-24,2020,7,10,1,1,7,0,0,0,0,0,0%
Respiratory diseases,Adult respiratory distress syndrome,25-34,2020,7,10,1,2,7,11,0,0,0,11,100%
Respiratory diseases,Adult respiratory distress syndrome,35-44,2020,7,10,1,3,7,93,0,0,0,93,100%
Respiratory diseases,Adult respiratory distress syndrome,45-54,2020,7,10,1,4,7,214,0,0,0,214,100%
Respiratory diseases,Adult respiratory distress syndrome,55-64,2020,7,10,1,5,7,547,0,0,0,547,100%
Respiratory diseases,Adult respiratory distress syndrome,65-74,2020,7,10,1,6,7,764,0,0,0,764,100%
Respiratory diseases,Adult respiratory distress syndrome,75-84,2020,7,10,1,7,7,683,0,0,0,683,100%
Respiratory diseases,Adult respiratory distress syndrome,85+,2020,7,10,1,8,7,410,0,0,0,410,100%
Respiratory diseases,Chronic lower respiratory diseases,0-24,2020,7,10,7,1,1,0,10,21,31,31,0%
Respiratory diseases,Chronic lower respiratory diseases,25-34,2020,7,10,7,2,1,0,11,20,31,31,0%
Respiratory diseases,Chronic lower respiratory diseases,35-44,2020,7,10,7,3,1,15,35,40,75,90,17%
Respiratory diseases,Chronic lower respiratory diseases,45-54,2020,7,10,7,4,1,43,192,133,325,368,12%
Respiratory diseases,Chronic lower respiratory diseases,55-64,2020,7,10,7,5,1,210,731,767,1498,1708,12%
Respiratory diseases,Chronic lower respiratory diseases,65-74,2020,7,10,7,6,1,585,1351,1579,2930,3515,17%
Respiratory diseases,Chronic lower respiratory diseases,75-84,2020,7,10,7,7,1,814,1900,1897,3797,4611,18%
Respiratory diseases,Chronic lower respiratory diseases,85+,2020,7,10,7,8,1,720,1719,1257,2976,3696,19%
Respiratory diseases,Influenza and pneumonia,0-24,2020,7,10,12,1,1,11,4,4,8,19,58%
Respiratory diseases,Influenza and pneumonia,25-34,2020,7,10,12,2,1,106,17,27,44,150,71%
Respiratory diseases,Influenza and pneumonia,35-44,2020,7,10,12,3,1,309,30,23,53,362,85%
Respiratory diseases,Influenza and pneumonia,45-54,2020,7,10,12,4,1,852,71,94,165,1017,84%
Respiratory diseases,Influenza and pneumonia,55-64,2020,7,10,12,5,1,2101,179,238,417,2518,83%
Respiratory diseases,Influenza and pneumonia,65-74,2020,7,10,12,6,1,3236,280,408,688,3924,82%
Respiratory diseases,Influenza and pneumonia,75-84,2020,7,10,12,7,1,3513,423,463,886,4399,80%
Respiratory diseases,Influenza and pneumonia,85+,2020,7,10,12,8,1,3100,557,508,1065,4165,74%
Respiratory diseases,Other diseases of the respiratory system,0-24,2020,7,10,18,1,1,0,13,10,23,23,0%
Respiratory diseases,Other diseases of the respiratory system,25-34,2020,7,10,18,2,1,0,11,14,25,25,0%
Respiratory diseases,Other diseases of the respiratory system,35-44,2020,7,10,18,3,1,22,28,30,58,80,28%
Respiratory diseases,Other diseases of the respiratory system,45-54,2020,7,10,18,4,1,31,58,60,118,149,21%
Respiratory diseases,Other diseases of the respiratory system,55-64,2020,7,10,18,5,1,117,162,223,385,502,23%
Respiratory diseases,Other diseases of the respiratory system,65-74,2020,7,10,18,6,1,210,337,468,805,1015,21%
Respiratory diseases,Other diseases of the respiratory system,75-84,2020,7,10,18,7,1,212,464,536,1000,1212,17%
Respiratory diseases,Other diseases of the respiratory system,85+,2020,7,10,18,8,1,207,526,370,896,1103,19%
Respiratory diseases,Respiratory arrest,0-24,2020,7,10,20,1,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,25-34,2020,7,10,20,2,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,35-44,2020,7,10,20,3,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,45-54,2020,7,10,20,4,1,0,0,0,0,0,0%
Respiratory diseases,Respiratory arrest,55-64,2020,7,10,20,5,1,45,0,0,0,45,100%
Respiratory diseases,Respiratory arrest,65-74,2020,7,10,20,6,1,81,0,0,0,81,100%
Respiratory diseases,Respiratory arrest,75-84,2020,7,10,20,7,1,100,0,0,0,100,100%
Respiratory diseases,Respiratory arrest,85+,2020,7,10,20,8,1,99,0,0,0,99,100%
Respiratory diseases,Respiratory failure,0-24,2020,7,10,21,1,1,11,0,0,0,11,100%
Respiratory diseases,Respiratory failure,25-34,2020,7,10,21,2,1,69,0,0,0,69,100%
Respiratory diseases,Respiratory failure,35-44,2020,7,10,21,3,1,189,0,0,0,189,100%
Respiratory diseases,Respiratory failure,45-54,2020,7,10,21,4,1,588,0,0,0,588,100%
Respiratory diseases,Respiratory failure,55-64,2020,7,10,21,5,1,1485,0,0,0,1485,100%
Respiratory diseases,Respiratory failure,65-74,2020,7,10,21,6,1,2520,0,0,0,2520,100%
Respiratory diseases,Respiratory failure,75-84,2020,7,10,21,7,1,2639,0,0,0,2639,100%
Respiratory diseases,Respiratory failure,85+,2020,7,10,21,8,1,2233,0,0,0,2233,100%
Sepsis,Sepsis,0-24,2020,7,11,22,1,2,0,13,11,24,24,0%
Sepsis,Sepsis,25-34,2020,7,11,22,2,2,22,25,16,41,63,35%
Sepsis,Sepsis,35-44,2020,7,11,22,3,2,58,31,50,81,139,42%
Sepsis,Sepsis,45-54,2020,7,11,22,4,2,202,91,98,189,391,52%
Sepsis,Sepsis,55-64,2020,7,11,22,5,2,486,248,253,501,987,49%
Sepsis,Sepsis,65-74,2020,7,11,22,6,2,867,404,391,795,1662,52%
Sepsis,Sepsis,75-84,2020,7,11,22,7,2,683,385,411,796,1479,46%
Sepsis,Sepsis,85+,2020,7,11,22,8,2,368,411,289,700,1068,34%
Vascular and unspecified dementia,Vascular and unspecified dementia,0-24,2020,7,12,23,1,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,25-34,2020,7,12,23,2,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,2020,7,12,23,3,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,2020,7,12,23,4,4,0,0,0,0,0,0%
Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,2020,7,12,23,5,4,10,0,0,0,10,100%
Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,2020,7,12,23,6,4,237,0,0,0,237,100%
Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,2020,7,12,23,7,4,861,0,0,0,861,100%
Vascular and unspecified dementia,Vascular and unspecified dementia,85+,2020,7,12,23,8,4,1817,0,0,0,1817,100%
All other conditions and causes (residual),All other conditions and causes (residual),0-24,2020,8,1,2,1,7,0,119,186,305,305,0%
All other conditions and causes (residual),All other conditions and causes (residual),25-34,2020,8,1,2,2,7,46,40,99,139,185,25%
All other conditions and causes (residual),All other conditions and causes (residual),35-44,2020,8,1,2,3,7,168,50,88,138,306,55%
All other conditions and causes (residual),All other conditions and causes (residual),45-54,2020,8,1,2,4,7,538,57,104,161,699,77%
All other conditions and causes (residual),All other conditions and causes (residual),55-64,2020,8,1,2,5,7,1501,112,201,313,1814,83%
All other conditions and causes (residual),All other conditions and causes (residual),65-74,2020,8,1,2,6,7,2734,199,226,425,3159,87%
All other conditions and causes (residual),All other conditions and causes (residual),75-84,2020,8,1,2,7,7,3112,241,248,489,3601,86%
All other conditions and causes (residual),All other conditions and causes (residual),85+,2020,8,1,2,8,7,2978,645,308,953,3931,76%
Alzheimer disease,Alzheimer disease,0-24,2020,8,2,3,1,3,0,0,0,0,0,0%
Alzheimer disease,Alzheimer disease,25-34,2020,8,2,3,2,3,0,0,0,0,0,0%
Alzheimer disease,Alzheimer disease,35-44,2020,8,2,3,3,3,0,0,1,1,1,0%
Alzheimer disease,Alzheimer disease,45-54,2020,8,2,3,4,3,0,9,2,11,11,0%
Alzheimer disease,Alzheimer disease,55-64,2020,8,2,3,5,3,0,67,42,109,109,0%
Alzheimer disease,Alzheimer disease,65-74,2020,8,2,3,6,3,38,490,315,805,843,5%
Alzheimer disease,Alzheimer disease,75-84,2020,8,2,3,7,3,289,1938,1098,3036,3325,9%
Alzheimer disease,Alzheimer disease,85+,2020,8,2,3,8,3,661,5157,1843,7000,7661,9%
Circulatory diseases,Cardiac arrest,0-24,2020,8,3,4,1,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrest,25-34,2020,8,3,4,2,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrest,35-44,2020,8,3,4,3,4,40,0,0,0,40,100%
Circulatory diseases,Cardiac arrest,45-54,2020,8,3,4,4,4,174,0,0,0,174,100%
Circulatory diseases,Cardiac arrest,55-64,2020,8,3,4,5,4,468,0,0,0,468,100%
Circulatory diseases,Cardiac arrest,65-74,2020,8,3,4,6,4,705,0,0,0,705,100%
Circulatory diseases,Cardiac arrest,75-84,2020,8,3,4,7,4,752,0,0,0,752,100%
Circulatory diseases,Cardiac arrest,85+,2020,8,3,4,8,4,695,0,0,0,695,100%
Circulatory diseases,Cardiac arrhythmia,0-24,2020,8,3,5,1,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,25-34,2020,8,3,5,2,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,35-44,2020,8,3,5,3,4,0,0,0,0,0,0%
Circulatory diseases,Cardiac arrhythmia,45-54,2020,8,3,5,4,4,20,0,0,0,20,100%
Circulatory diseases,Cardiac arrhythmia,55-64,2020,8,3,5,5,4,84,0,0,0,84,100%
